object_id,drink_id,language,priority,drink_name,alcoholic,cocktail_or_not,category,base,place,company,cocktailType,glass,taste,color,alcohol_percentage,method_category,method_detail,description,image,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,source,reference_url,date_modified
16,16,ja,TRUE,アップルプラン,Alcohol,TRUE,カクテル,ワイン,,,ロング,ワイングラス,甘口,透明,普通,ビルド,冷やした材料をワイン・グラスに注ぎ、軽くかき混ぜる。,青りんごのさわやかな香りを白ワインとともに楽しむカクテル。口いっぱいに広がるもぎたての青りんごのフレッシュな香りと白ワインのさらりとした口当たり。辛口の白ワインを使用するのがおすすめ。グラスを片手にひと時の心の休暇を楽しんでみてはいかが。,https://www.suntory.co.jp/wnb/img/cocktail/p_apple_blanc.gif,ルジェ　グリーンアップル,白ワイン,,,,,,,,,4/5,1/5,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/apple_blanc/index.html,2018/10/11 15:06
26,26,ja,TRUE,カーディナル,Alcohol,TRUE,カクテル,ワイン,,,ロング,ワイングラス,甘口,赤,普通,ビルド,冷やした材料をワイン・グラスに注ぎ、軽かき混ぜる。,「キール」のバリエーション。「キール」のベース・白ワインを赤ワインに代えたカクテル。“カーディナル”は、“枢機卿”という意味。カクテルの赤い色を、カトリックの高位聖職者が身にまとう赤いケープを見立ててつけられた。オリジナルレシピでは、ベースの赤ワインはブルゴーニュ地方・ボジョレー地区産のものを使う。ベースの赤ワインをスパークリング・ワインにかえると、「キール・ロワイヤル」になる。,https://www.suntory.co.jp/wnb/img/cocktail/p_cardinal.gif,赤ワイン,ルジェ　クレーム　ド　カシス,,,,,,,,,4/5,1/5,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cardinal/index.html,2018/10/11 15:06
36,36,ja,TRUE,キール,Alcohol,TRUE,カクテル,ワイン,,,ロング,ワイングラス,中甘辛口,赤,普通,ビルド,冷やした材料をワイン・グラスに注ぎ、軽くかき混ぜる。,ワイン・ベース・カクテルとして世界一の人気を誇る「キール」。誕生は1945年、フランス・ブルゴーニュ地方・ディジョン市の市長、キャノン・フェリックス・キール氏が、ブルゴーニュ地方特産の“アリゴテ”という辛口の白ワインとクレームドカシスをミックスして作ったのが始まり。キール氏は公式レセプションのたびにアペリティフにはこのカクテルを勧め、農業振興の旗印としていた。パーティーやお祝いのアペリティフにぴったりの華やかなワインカクテルである。十分にワインを冷やし、クレームドカシスを多めに使うのがおいしくつくるポイント。,https://www.suntory.co.jp/wnb/img/cocktail/p_kir.gif,白ワイン,ルジェ　クレーム　ド　カシス,,,,,,,,,4/5,1/5,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/kir/index.html,2018/10/11 15:06
46,46,ja,TRUE,スプリッツァー,Alcohol,TRUE,カクテル,ワイン,,,ロング,ワイングラス,中甘辛口,透明,弱い(8度以下）,ビルド,氷を入れたグラスに注ぎ、軽くかき混ぜる。,白ワインをソーダで割ったカクテル。スプリッツァーとは、ドイツ語の“シュプリッツェン（はじける）”からきた言葉。その名のとおり、ワインの中でソーダの泡が踊るようにはじけ、口当たりだけでなく、見た目もさわやか。生まれはモーツァルトと同じオーストリアのザルツブルグである。ハードボイルド作家、ロバート・B・パーカーの『儀式』を読むと、カッコいい黒人主人公のホークが、このスプリッツァーをバーで楽しんでいるシーンが登場してくる。その時の彼のスタイルは、ピンストライプのダークグレイ三つ揃いに白いシャツとピンカラー、ピンクのシルクネクタイ、同色のポケットチーフ。で、カウンターに腰掛けてスプリッツァーなのである。,https://www.suntory.co.jp/wnb/img/cocktail/p_spritzer.gif,白ワイン,ソーダ,,,,,,,,,3/5,2/5,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/spritzer/index.html,2018/10/11 15:06
56,56,ja,TRUE,ルジェブルーベリースプリッツァー,Alcohol,TRUE,カクテル,ワイン,,,ロング,フルート型シャンパングラス,甘口,紫,普通,ビルド,氷を入れたフルート型シャンパン・グラスに注ぎ、軽くかき混ぜる。レモンピールを絞り、グラスの中に落とす。,"白ワインをソーダで割る「スプリッツアー」のバリエーションカクテル。軽やかな味わいの「スプリッツアー」に、ブルーベリーの豊かな香りとほどよい酸味が加わり、さわやかな果実の風味を満喫できる。グラスの中ではじける泡と、口いっぱいに広がるブルーベリーの香り。心地よい風に吹かれながら楽しみたいカクテル。
“スプリッツァー”とはドイツ語の“シュプリッツェン（はじける）”に由来する言葉。その名のとおり、ワインの中でソーダの泡がはじけるように踊る、見た目にもさわやかなカクテル。",https://www.suntory.co.jp/wnb/img/cocktail/p_blueberry_splitzer.gif,白ワイン,ルジェ　クレーム　ド　ブルーベリー,ソーダ,,,,,,,,45ml,30ml,適量,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/blueberry_splitzer/index.html,2018/10/11 15:06
66,66,ja,TRUE,ワインクーラー,Alcohol,TRUE,カクテル,ワイン,,,ロング,ワイングラス,中甘辛口,赤,普通,ビルド,クラッシュドアイスを詰めたグラスに注ぎ、軽くかき混ぜる。オレンジを飾り、ストローを添える。,ワインとオレンジジュースにクラッシュドアイスを使った、フルーティな夏向きの飲みもの。アルコール度はそれ程強くなく、清涼飲料水的なカクテルである。ベースとなるワインはロゼの他に、赤でも白でも、好みに応じてかえることができる。都会の夏の夜に似合うカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_wine_cooler.gif,ロゼワイン,オレンジジュース,グレナデンシロップ,ホワイトキュラソー（トリプルセック）,,,,,,,90ml,30ml,15ml,10ml,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/wine_cooler/index.html,2018/10/11 15:06
17,17,ja,TRUE,レッドアイ,Alcohol,TRUE,カクテル,ビール,,,ロング,タンブラー,辛口,赤,弱い(8度以下）,ビルド,よく冷やしたトマトジュースをグラスに注ぎ、さらにビールを注いで軽くステアする。,少し飲み過ぎた翌朝の赤い目を、表現したネーミング。さっぱりとした飲み口で、トマトジュースの分量を調節して、好みの味わいに仕上げるとよい。「ブラッディ・メアリー」にビールを加えると、「レッド・バード」。また「レッド・バード」からウォッカを省くと「レッド・アイ」になる。,https://www.suntory.co.jp/wnb/img/cocktail/p_red_eye.gif,ビール,トマトジュース,,,,,,,,,1/2,1/2,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/red_eye/index.html,2018/10/11 15:06
27,27,ja,TRUE,シャンデーガフ,Alcohol,TRUE,カクテル,ビール,,,ロング,ピルスナー,中甘辛口,ブラウン(琥珀色）,弱い(8度以下）,ビルド,材料はよく冷やしておく。グラスにビールを注ぎ、ジンジャーエールで満たす。,イギリスのパブに集う男たちの間で、かなり古くから飲まれてきたビールベースのカクテル。「シャンデー・ガフ」の語源は不明。 ジンジャエールの持つ独特のほのかな甘さと、ビールのほろ苦さがよく合い、さわやかなドリンクである。酒の味というより、のどごしを楽しむ、といったほうが正しい。,https://www.suntory.co.jp/wnb/img/cocktail/p_shandy_gaff.gif,ビール,ジンジャーエール,,,,,,,,,1/2,1/2,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/shandy_gaff/index.html,2018/10/11 15:06
37,37,ja,TRUE,パナシェ,Alcohol,TRUE,カクテル,ビール,,,ロング,ピルスナー,中甘辛口,ブラウン(琥珀色）,弱い(8度以下）,ビルド,材料はよく冷やしておく。グラスにビールを注ぎ、レモネードで満たす。,“パナシェ”とはフランス語で｢混ぜ合わせた｣の意味。ビールとレモネードのようなソーダを、同量で割ったごく軽い味のカクテルである。ビールの持つほろ苦さと炭酸飲料の甘さが、はじける泡に混じって飲み口は爽快。「パナシェ」に使うレモネードをジンジャーエールにすると、「シャンデー・ガフ」になる。ちなみに、日本でいうレモネードを、フランスでは、シトロン・プレッセという。,https://www.suntory.co.jp/wnb/img/cocktail/p_panache.gif,ビール,CCレモン,,,,,,,,,1/2,1/2,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/panache/index.html,2018/10/11 15:06
47,47,ja,TRUE,ブラックベルベット,Alcohol,TRUE,カクテル,ビール,,,ショート,ピルスナー,中甘辛口,ブラウン(琥珀色）,弱い(8度以下）,ビルド,冷やした材料を上の順で静かに注ぎ、ごく軽くかき混ぜる。,黒ビールとスパークリングワインを同量で割ったカクテル。ビールのコクとスパークリングワインのさわやかさがこれほどマッチするものなのかと、飲んで驚く。グラスの中にできる泡は、まるで絹のベルベットのようにキメ細かく、舌ざわりがなめらか。いつまでも眺めていたいほどの、美しいカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_black_velvet.gif,黒ビール,シャンパン,,,,,,,,,1/2,1/2,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/black_velvet/index.html,2018/10/11 15:06
18,18,ja,TRUE,アイリッシュコーヒー,Alcohol,TRUE,カクテル,ウイスキー,,,ロング,ワイングラス,甘口,ブラウン(琥珀色）,普通,ビルド,温めたワイングラスに砂糖を入れる。熱いコーヒーを注ぎ、ウイスキーを入れ、生クリームをフロートする。,1940年代後半、アイルランド西海岸にあるシャノン空港のレストラン・バーのチーフバーテンダー、ジョー・シェリダンが考案した。航空機の航続距離が短く、パリやロンドンからでさえ大西洋をダイレクトに横断できなかった時代、シャノン空港に立ち寄り給油してからカナダ東端のガンダー空港を目指し旅立って行った。冬、給油のために機外に降ろされ、厳寒の中を空港待合室にやってくる乗客のために、ジョーは冷えきった身体を温めるカクテルとしてコーヒーに特産のアイリッシュウイスキーを入れる。また酪農の盛んな国柄を印象づけるために生クリームを浮かべ、滑らかな口当りにする。これが乗客たちに評判となり、口コミで世界中にレシピが広まっていった。,https://www.suntory.co.jp/wnb/img/cocktail/p_irish_coffee.gif,タラモアデュー（アイリッシュウイスキー）,砂糖,ホットコーヒー,生クリーム,,,,,,,30ml,1tsp.,適量,適量,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/irish_coffee/index.html,2018/10/11 15:06
28,28,ja,TRUE,アルカポネ,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,シェーク,シェークしてカクテルグラスに注ぐ。野菜・ライムピール・ブラックオリーブでボルサリーノ（帽子）をイメージしたデコレーションを飾る。,"2001 Suntory Cocktail Competiton 2001カクテル・オブ・ザ・イヤー
佐藤章喜氏の作品",https://www.suntory.co.jp/wnb/img/cocktail/p_al_capone.gif,テネシーウイスキー,クランベリーリキュール,ディサローノアマレット,フレッシュライムジュース,,,,,,,30ml,15ml,15ml,1tsp,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/al_capone/index.html,2018/10/11 15:06
38,38,ja,TRUE,ウイスキークラッシュ,Alcohol,TRUE,カクテル,ウイスキー,,,ロング,ピルスナー,辛口,ブラウン(琥珀色）,普通,ビルド,クラッシュドアイスを詰めた小ぶりのジョッキに注ぎ、軽くかき混ぜる。レモンを絞り、ストローを添える。,クラッシュドアイスを詰めたグラスにウイスキーを注いでレモンを絞ると、男性的なウイスキーが、ちょっとおしゃれなカクテルに変身。いつものウイスキーが爽快に楽しめる。,https://www.suntory.co.jp/wnb/img/cocktail/p_whisky_crush.gif,バランタイン　ファイネスト　（スコッチウイスキー）,ソーダ,,,,,,,,,60ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/whisky_crush/index.html,2018/10/11 15:06
48,48,ja,TRUE,ウイスキーソーダ,Alcohol,TRUE,カクテル,ウイスキー,,,ロング,タンブラー,辛口,ブラウン(琥珀色）,普通,ビルド,氷を入れたタンブラーにウイスキーを注ぎ、十分にかき混ぜる。溶けた分の氷をたっぷり足す。冷えたソーダを注ぎ、軽くかき混ぜる。,"ウイスキーのソーダ割のことで、別名「ハイボール」ともよばれている。ウイスキーを手軽に爽快に楽しむことが出来るカクテルで、ウイスキーの香りがより華やかに立ち昇る。
ソーダの分量は、使うウイスキーのタイプにより加減。家庭でも簡単に出来るので、自分に一番あったレシピを見つけて、自分流のウイスキーソーダを楽しみたい。",https://www.suntory.co.jp/wnb/img/cocktail/p_whisky_soda.gif,バランタイン　ファイネスト　（スコッチウイスキー）,ソーダ,,,,,,,,,1/4,3/4,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/whisky_soda/index.html,2018/10/11 15:06
58,58,ja,TRUE,ウイスキーフロート,Alcohol,TRUE,カクテル,ウイスキー,,,ロング,タンブラー,辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,氷を入れたタンブラーにミネラルウォーターを注ぐ。上から静かにウイスキーを浮かべる。,ウイスキー好きにおすすめの飲み方。はじめはストレート、次にロック、最後に水割りでさっぱりと。時間をかけて違った飲み方が楽しめる。,https://www.suntory.co.jp/wnb/img/cocktail/p_whisky_float.gif,バランタイン　ファイネスト　（スコッチウイスキー）,ミネラルウォーター,,,,,,,,,40ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/whisky_float/index.html,2018/10/11 15:06
68,68,ja,TRUE,オールドファッションド,Alcohol,TRUE,カクテル,ウイスキー,,,ロング,ロックグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,ロック・グラスに角砂糖を入れ、ビターズを振りかける。氷を加え、ウイスキーを注ぐ。オレンジ、レモン・ピール、レッド・チェリーを飾り、マドラーを添える。,ウイスキーベースの古典的なカクテルのひとつ。ベースに使うウイスキーはバーボン、ライなどのアメリカンウイスキーが多い。誕生したのは19世紀半ば。アメリカ・ケンタッキーのルイビルのバー、ペンデニス・クラブに集う競馬ファンのためにバーテンダーが考案し、古風なドリンク「トディ」に似ていたことから、「オールド・ファッションド」と名づけた。 このオールドファッションドはバリエーションが多い分、自分の飲むレシピはこうでなければいけないというコダワリ派が多い。ウイスキーと甘味とビターズの苦みの基本を崩さなければ、各自お好みで愉しむカクテルなのだ。,https://www.suntory.co.jp/wnb/img/cocktail/p_old_fashioned.gif,メーカーズマーク（プレミアムバーボン）,角砂糖,アロマティックビダーズ,,,,,,,,45ml,1個,1ﾀﾞｯｼｭ,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/old_fashioned/index.html,2018/10/11 15:06
78,78,ja,TRUE,コットンフラワー,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,中甘辛口,オレンジ,強い（25度以上）,シェーク,シェークして、カクテルグラスに注ぐミント・リーフをつけたレッド・チェリーをグラスの縁に飾る,"1995 Suntory Cocktail Competiton 1995カクテル・オブ・ザ・イヤー
小森谷弘氏の作品",https://www.suntory.co.jp/wnb/img/cocktail/p_cotton_flower.gif,テネシーウイスキー,ディサローノアマレット,ホワイトキュラソー（トリプルセック）,オレンジジュース,グレナデンシロップ,,,,,,20ml,10ml,10ml,15ml,5ml,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cotton_flower/index.html,2018/10/11 15:06
88,88,ja,TRUE,ゴッドファーザー,Alcohol,TRUE,カクテル,ウイスキー,,,ロング,ロックグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,氷を入れたグラスに注ぎ、軽くかき混ぜる。,"1972年に『ゴッドファーザー』が公開されてまもなく生まれたのがこのカクテル。シンプルなレシピだが、アーモンド風味の芳しさと甘さが濃厚なウイスキーの味わいを包む味わい深いカクテル。映画は、アメリカのイタリア人社会を描いているが、そのイタリアを代表するリキュールのひとつがアマレット。イタリアの家族愛につながる温かみをカクテルの中に表している。
ベースのウイスキーをウォッカに変えると「ゴッド・マザー」、ブランデーに変えると「フレンチ・コネクション」になる。",https://www.suntory.co.jp/wnb/img/cocktail/p_god_father.gif,バランタイン　ファイネスト　（スコッチウイスキー）,アマレット,,,,,,,,,3/4,1/4,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/god_father/index.html,2018/10/11 15:06
98,98,ja,TRUE,セントアンドリューズ,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,中甘辛口,オレンジ,普通,シェーク,シェ－クして、カクテル・グラスに注ぐ。,ゴルフ発祥の地、スコットランド・セントアンドリュースが名前の由来。ドランブイのコクのある甘さとスパイシーなハーブの風味が、オレンジジュースによって、飲みやすく仕上げられている。名前も味わいもスコットランドにこだわったカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_saint_andrews.gif,バランタイン　ファイネスト　（スコッチウイスキー）,ドランブイ,オレンジジュース,,,,,,,,1/3,1/3,1/3,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/saint_andrews/index.html,2018/10/11 15:06
108,108,ja,TRUE,チョコレートハイボール,Alcohol,TRUE,カクテル,ウイスキー,,,ロング,コリンズグラス,中甘辛口,ブラウン(琥珀色）,普通,ビルド,氷を入れたグラスに注ぎ、軽くかき混ぜる。,,https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_highball.gif,モーツァルト　ブラック,バランタイン　ファイネスト　（スコッチウイスキー）,ソーダ,,,,,,,,15ml,20ml,90ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_highball/index.html,2018/10/11 15:06
118,118,ja,TRUE,チョコレートファッションド,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,ロックグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,グラスに角砂糖を入れ、ビターズを振りかけ、ソーダ又は水少々を加えマドラーで砂糖が溶けるまでつぶす。その他の材料全てと氷を加え混ぜる。オレンジ、レモンスライス、レッドチェリーを飾る。,,https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_fashioned.gif,バーボンウイスキー　ジムビーム,モーツァルト　ブラック,角砂糖,アンゴスチュラビターズ,ソーダ,,,,,,30ml,15ml,1個,3ﾀﾞｯｼｭ,少々,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_fashioned/index.html,2018/10/11 15:06
128,128,ja,TRUE,チョコレートマンハッタン,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ステア,ステアしてグラスに注ぐ。レッドチェリー2個をスティックにさして飾る。,,https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_manhattan.gif,カナディアンクラブ　（カナディアンウイスキー）,モーツァルト　ブラック,スイートベルモット,アンゴスチュラビターズ,,,,,,,30ml,20ml,10ml,1ﾀﾞｯｼｭ,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_manhattan/index.html,2018/10/11 15:06
138,138,ja,TRUE,ドライマンハッタン,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,辛口,ブラウン(琥珀色）,強い（25度以上）,ステア,ステアして、カクテル・グラスに注ぐ。,世界で最も有名なカクテルのひとつ「マンハッタン」の誕生には諸説あるが、第19代アメリカ大統領選のときに、かのチャーチル首相の母親がニューヨークのマンハッタン・クラブでパーティーを催したときに、ウイスキーとスイートベルモットの組み合わせを提案したという話。この新しいカクテルは参会者から好評を博し、クラブの名前にちなんで「マンハッタン」と名づけられたという。以来、“カクテルの女王”として「マティーニ」と並び称されている。ベースのウイスキーには、ライウイスキーを使うことが多い。,https://www.suntory.co.jp/wnb/img/cocktail/p_dry_manhattan.gif,カナディアンクラブ　（カナディアンウイスキー）,ドライベルモット,アロマティックビダーズ,,,,,,,,4/5,1/5,1ﾀﾞｯｼｭ,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/dry_manhattan/index.html,2018/10/11 15:06
148,148,ja,TRUE,ニューヨーク,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,中甘辛口,オレンジ,強い（25度以上）,シェーク,シェークして、カクテル・グラスに注ぐ。オレンジピールを絞りかける。,オレンジ色の色鮮やかなカクテル。ニューヨークという名前から、使用するウイスキーは、ライかバーボンといったアメリカンウイスキーを使いたい。味わいは、すっきりとした切れ味のある都会的な印象。シェーカーの中にオレンジ・スライスを１枚いれてシェークすると、より一層香り高いカクテルになる。一度お試しあれ。オレンジピールの絞り方は、親指大の大きさに削ぎ落としたオレンジの皮を、グラスのふちで絞りかけて、皮の香りと苦味を移すと出来上がり。,https://www.suntory.co.jp/wnb/img/cocktail/p_new_york.gif,バーボンウイスキー　ジムビーム,ライム,グレナデンシロップ,砂糖,,,,,,,3/4,1/4,1/2tsp,1tsp,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/new_york/index.html,2018/10/11 15:06
158,158,ja,TRUE,ハンター,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ステア,ステアして、カクテル・グラスに注ぐ。,ウイスキーとチェリーリキュールだけでつくるシンプルなカクテル。レシピは簡単だが、ウイスキーの濃厚なコクの中に、チェリーリキュールの甘味が見事に調和して、どこか妖しい味わい。ハンターとは、野や山をかけるハンターではなく、都会の夜のハンターのことである。,https://www.suntory.co.jp/wnb/img/cocktail/p_hunter.gif,バランタイン　ファイネスト　（スコッチウイスキー）,ヒーリングチェリー,,,,,,,,,3/4,1/4,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/hunter/index.html,2018/10/11 15:06
168,168,ja,TRUE,バーボネラ,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ステア,ステアして、カクテル・グラスに注ぐ。,バーボンが持つ華やかで野性的な風味を生かしたカクテル。ドライベルモットと甘くほろ苦いオレンジキュラソーを加えることで、バーボンの味わいがさらに深まっている。1930年代にイギリスで誕生したと言われるカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_bourbonella.gif,バーボンウイスキー　ジムビーム,ドライベルモット,オレンジキュラソー,グレナデンシロップ,,,,,,,1/2,1/4,1/4,1ダッシュ,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/bourbonella/index.html,2018/10/11 15:06
178,178,ja,TRUE,マミーテイラー,Alcohol,TRUE,カクテル,ウイスキー,,,ロング,タンブラー,甘口,ブラウン(琥珀色）,普通,ビルド,ジンジャーエール以外の材料を、氷を入れたタンブラーに注ぐ。冷えたジンジャーエールで満たす。,"別名「スコッチ・バック」。レモンのほどよい酸味がスコッチウイスキーの風味を引き立て、ジンジャーエールの清涼感のある甘みも加わり、口当りよく飲み飽きない味わい。
ベースのスコッチをジンに変えると「ジン・バック」または「マミーズ・シスター」となる。この関連で、「ラム・バック」を「スージー・テイラー」と呼び、「バーボーン・バック」を「マミーズ・サザン・シスター」と呼ぶこともある。
バックとは各種スピリッツにレモンジュース、ジンジャーエールを加えたレシピのこと。",https://www.suntory.co.jp/wnb/img/cocktail/p_Mamie_Taylor.gif,バランタイン　ファイネスト　（スコッチウイスキー）,フレッシュレモンジュース,ジンジャーエール,,,,,,,,45ml,20ｍｌ,適量,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/Mamie_Taylor/index.html,2018/10/11 15:06
188,188,ja,TRUE,マンハッタン,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ステア,ステアして、カクテル・グラスに注ぐ。レッドチェリーを飾る,世界で最も有名なカクテルのひとつ「マンハッタン」の誕生には諸説あるが、第19代アメリカ大統領選のときに、かのチャーチル首相の母親がニューヨークのマンハッタン・クラブでパーティーを催し、ウイスキーとスイートベルモットの組み合わせを提案したという話。この新しいカクテルは参会者から好評を博し、クラブの名前にちなんで「マンハッタン」と名づけられたという。以来、“カクテルの女王”として「マティーニ」と並び称されている。ベースのウイスキーには、ライウイスキーを使うことが多い。,https://www.suntory.co.jp/wnb/img/cocktail/p_manhattan.gif,メーカーズマーク（プレミアムバーボン）,スイートベルモット,アロマティックビダーズ,,,,,,,,3/4量,1/4量,１ﾀﾞｯｼｭ,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/manhattan/index.html,2018/10/11 15:06
198,198,ja,TRUE,ラスティーネール,Alcohol,TRUE,カクテル,ウイスキー,,,ロング,ロックグラス,甘口,ブラウン(琥珀色）,強い（25度以上）,ビルド,氷を入れたロック・グラスに注ぎ、軽くかき混ぜる。,「ラスティ・ネール」とは“錆びた釘”のこと。俗語では“古めかしい飲み物”という意味もあるが、実際は、第2次世界大戦後に生まれた比較的新しいカクテル。しかし、使用しているドランブイはウイスキーリキュールの中でも、最も歴史があり有名なリキュール。ドランブイの魅力が、スコッチウイスキーのまろやかで芳醇な味わいにより十分に引き出されている、ベストマッチのカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_rusty_nail.gif,バランタイン　ファイネスト　（スコッチウイスキー）,ドランブイ,,,,,,,,,40ml,20ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/rusty_nail/index.html,2018/10/11 15:06
208,208,ja,TRUE,ロブロイ,Alcohol,TRUE,カクテル,ウイスキー,,,ショート,カクテルグラス,中甘辛口,赤,強い（25度以上）,ステア,ステアして、カクテル・グラスに注ぐ。レッド・チェリーを飾る。,マンハッタンのウイスキーをスコッチウイスキーにしたもの。ロンドン、サヴォイ・ホテルのハリー・クラドック氏作。毎年11月末に同ホテルで開かれる聖アンドリューズ祭のパーティーのために考案された。カクテル名は、スコットランドの義賊、ロバート・マクレガーのニック・ネームであった「赤毛のロバート」からとったものだという。映画にもなっていたから、ご記憶の方もいらっしゃるのではないだろうか。,https://www.suntory.co.jp/wnb/img/cocktail/p_rob_roy.gif,バランタイン　ファイネスト　（スコッチウイスキー）,スイートベルモット,アロマティックビダーズ,,,,,,,,3/4,1/4,1ダッシュ,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/rob_roy/index.html,2018/10/11 15:06
