id,drink_id,language,description,recipe,color,location,company
775,259,0,女性に絶大な人気を誇る「カシス・ソーダ」のクレームドカシスを、4種類のベリーをミックスしたクレームカルテットにかえたカクテル。カシスと共に、フランボワーズ、ブルーベリー、ストロベリーが加わって、爽やかで軽やかな味わいに仕上がった。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,赤,,
776,259,1,Ruge Cream de Quartet,Pour into the tumbler with ice and gently stir.,Red,,
777,259,2,Ruge Cream de Quartet,用冰倒入滚筒，轻轻搅拌。,红,,
778,260,0,"カリブ海生まれのカクテル「ピニャ・コラーダ」に一味加えた、""カラー･ピニャ・コラーダ""。ココナッツの味わい、フレッシュフルーツのデコレーションはまるで南国にいるような気分にさせてくれる。「クレームドストロベリー」を加えることで、人気の高いイチゴ味のカクテルに。ピンク色がかわいらしい、見た目にも楽しませてくれるカクテルである。",十分にシェークし、クラッシュド・アイスを詰めた大型グラスに注ぐ。パイナップルとレッド・チェリーを飾り、ストローを添える。,ピンク,,
779,260,1,Malibu (coconut liqueur),Shake thoroughly and pour into a large glass filled with crushed ice cream. Decorate pineapple and red cherry and add a straw.,pink,,
780,260,2,马里布（椰子利口酒）,彻底摇匀，倒入装满碎冰淇淋的大玻璃杯中。装饰菠萝和红樱桃，加入吸管。,粉红色,,
781,261,0,キイチゴのやさしい甘酸っぱさがグレープフルーツジュースの酸味によく合う、フルーティなカクテル。,氷を入れたタンブラーに注ぎ､軽くかき混ぜる。,ピンク,,
782,261,1,Ruge Cream de Franboise,Pour into the tumbler with ice and gently stir.,pink,,
783,261,2,Ruge Cream de Franboise,用冰倒入滚筒，轻轻搅拌。,粉红色,,
784,262,0,"ルジェ クレーム ド ぺシェをスパークリングワインで割ったおしゃれなカクテル。 
フルーティでまろやかな味わいとグラスに立ち上る泡が美しい。",冷やした材料をフルート型シャンパン・グラスに注ぎ、軽くかき混ぜる。,オレンジ,,
785,262,1,sparkling wine,Pour the chilled material into flute champagne glass and gently stir.,Orange,,
786,262,2,起泡酒,将冷藏材料倒入长笛香槟杯中，轻轻搅拌。,橙,,
787,263,0,1933年、ロンドンで開催されたブリティッシュ・エンパイア・カクテル・コンペティションの入賞作品。,シェークして、カクテル・グラスに注ぐ。,オレンジ,,
788,263,1,gin,Shake and pour into a cocktail glass.,Orange,,
789,263,2,杜松子酒,摇匀，倒入鸡尾酒杯。,橙,,
790,264,0,"1998 Suntory Cocktail Competiton 1998カクテル・オブ・ザ・イヤー
中村圭二氏の作品",冷やしたシャンパンをグラスに注ぐ。シャンパン以外の材料をシェークしてグラスに注ぎ、軽くステアする。レッドチェリー、パイナップル、ミントの葉をグラスの縁に飾る。,赤,,
791,264,1,Ruge Cream de Quartet,"Pour chilled champagne into the glass. Shake the ingredients other than champagne and pour it into the glass and lightly steer. Decorate the red cherry, pineapple, mint leaves on the edge of the glass.",Red,,
792,264,2,Ruge Cream de Quartet,将冰镇的香槟倒入玻璃杯中。摇动香槟以外的成分，倒入玻璃杯中轻轻转向。在玻璃边缘装饰红樱桃，菠萝，薄荷叶。,红,,
793,265,0,1980年代初頭、アメリカ・ニューヨーク州ロングアイランドで生まれたカクテル。紅茶を一滴も使わないで、アイスティーの味わいと色を出した魔法のカクテル。ケーキに紅茶という組み合わせもいいけれど、アイスティー風味のカクテルとの相性も試してみたい。アルコール度の高いカクテルなので、レモンジュースやコーラの甘味にだまされないように注意！,クラッシュドアイスを詰めたコリンズ・グラスに注ぎ、軽くかき混ぜる。レモンとレッド・チェリーを飾る。,ブラウン(琥珀色）,,
794,265,1,gin,Pour into a Collins glass filled with crushed ice and mix gently. Decorate lemon and red cherry.,Brown (amber),,
795,265,2,杜松子酒,倒入装满碎冰的柯林斯玻璃杯中轻轻搅拌。装饰柠檬和红樱桃。,棕色（琥珀色）,,
796,266,0,アップルジュースの甘みが優しい味わいのチョコテル。,氷を入れたグラスに注ぎ軽くステアする。,ブラウン(琥珀色）,,
797,266,1,Mozart Black,Pour into ice glass and lightly steer.,Brown (amber),,
798,266,2,莫扎特布莱克,倒入冰杯，轻轻转向。,棕色（琥珀色）,,
799,267,0,2012 Suntoy The Cocktail Award 「カクテルアワード2012」槇永優氏の作品。,オランジーナ以外をシェークして、クラッシュド・アイスを入れたグラスに注ぐ。ランジーナで満たし、軽くステアする。ライムの皮、オレンジの皮、グレープフルーツの皮を飾り、ストローを添える。実演の様子を動画で観る,緑,,
800,267,1,Midori,"Shake outside the Orangina and pour into crushed ice cream. Fill it with rasena and lightly steer. Decorate lime skin, orange peel, grapefruit peel and add straw. Watch a video of the demonstration",Green,,
801,267,2,绿,在Orangina外面摇晃，倒入碎冰淇淋。用rasena填充并轻轻操舵。装饰青柠皮，橘皮，葡萄柚皮，加入稻草。观看演示视频,绿茵,,
802,268,0,"2017 Suntoy The Cocktail Award 「カクテルアワード2017」井上新平氏の作品。
妖艶に煌く満月の夜、一羽の鳥が月光を身に纏い、黄金の翼を広げ空を舞う。Aile d'ore（金の翼）　輝く未来へ。",オランジーナ フレンチスパークリング以外をシェークして、氷を入れたグラスに注ぐ。オランジーナ フレンチスパークリングで満たし、イエロー・チェリー、オレンジの皮、金粉、銀粉を飾る。実演の様子を動画で観る,オレンジ,,
803,268,1,Peach liqueur,"Shake the other than Orangina French sparkling and pour into ice glass. Filled with Orangina French sparkling, decorate yellow cherry, orange peel, gold powder, silver powder. Watch a video of the demonstration",Orange,,
804,268,2,桃利口酒,摇晃着Orangina法国人以外的其他法国人，然后倒入冰杯中。充满了Orangina法国波光粼粼，装饰黄色樱桃，橘皮，金粉，银粉。观看演示视频,橙,,
805,269,0,カシスの甘酸っぱさとチョコレートのほろ苦さが絶妙なバランス。カフェ感覚で楽しめるチョコテル。,氷を入れたグラスにモーツアルトとルジェを注ぎ、フォームミルクを注ぐ。シナモンパウダーを振りかける。,ブラウン(琥珀色）,,
806,269,1,Mozart Black,Pour Mozart and Rouge into a glass with ice and pour form milk. Sprinkle cinnamon powder.,Brown (amber),,
807,269,2,莫扎特布莱克,将莫扎特和胭脂倒入装有冰块的玻璃杯中，倒入牛奶。撒上肉桂粉。,棕色（琥珀色）,,
808,270,0,柑橘（シトラス）の香りが爽やかなジンジャーエル割りのチョコテル。,氷を入れたグラスに注ぎ軽くステアする。カットオレンジを絞り　加える。,ブラウン(琥珀色）,,
809,270,1,Mozart Black,Pour into ice glass and lightly steer. Add a narrow cut orange.,Brown (amber),,
810,270,2,莫扎特布莱克,倒入冰杯，轻轻转向。添加一个狭窄的橙色。,棕色（琥珀色）,,
811,271,0,"2010 Suntoy The Cocktail Award 「カクテルアワード2010」小林貴史氏の作品。
ミドリで日本の美しい自然を、響12年で奥ゆかしさやおもてなしの心を、ルジェ クレーム ド アプリコットで親しみやすさを表現いたしました。",シェークして、カクテル・グラスに注ぐ。ライムの皮、パイナップルの葉、レーズンの枝を飾る。,緑,,
812,271,1,Midori,"Shake and pour into a cocktail glass. Lime skins, pineapple leaves, raisin branches.",Green,,
813,271,2,绿,摇匀，倒入鸡尾酒杯。石灰皮，菠萝叶，葡萄干枝。,绿茵,,
814,272,0,アイスコーヒー代わりに楽しめるフルーティーなチョコテル。,氷を入れたグラスに注ぎ軽くステアする。,ブラウン(琥珀色）,,
815,272,1,Mozart Black,Pour into ice glass and lightly steer.,Brown (amber),,
816,272,2,莫扎特布莱克,倒入冰杯，轻轻转向。,棕色（琥珀色）,,
817,273,0,2009 Suntoy The Cocktail Award 村上智美氏の作品,シェークして、カクテル・グラスに注ぐ。グレープルフーツとライムの皮をグラスの縁に飾る。,ピンク,,
818,273,1,Plum liqueur de France Persia,Shake and pour into a cocktail glass. Decorate grape leather and lime skins on the edge of the glass.,pink,,
819,273,2,Plum liqueur de France Persia,摇匀，倒入鸡尾酒杯。在玻璃边缘装饰葡萄皮和石灰皮。,粉红色,,
820,274,0,いつものカフェモカにモーツァルトを入れればあっという間に濃厚なチョコレート風味のカフェモカに！,氷を入れたロック・グラスに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
821,274,1,Mozart chocolate cream,Pour into the rock glass with ice and gently stir.,Brown (amber),,
822,274,2,莫扎特巧克力奶油,用冰倒入岩石玻璃杯中，轻轻搅拌。,棕色（琥珀色）,,
823,275,0,濃厚まろやかな大人のチョコレートカクテル。夏は氷をたっぷり入れて♪,氷を入れたグラスに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
824,275,1,Mozart chocolate cream,Pour into ice glass and stir lightly.,Brown (amber),,
825,275,2,莫扎特巧克力奶油,倒入冰水杯中轻轻搅拌。,棕色（琥珀色）,,
826,276,0,"2014 Suntoy The Cocktail Award 「カクテルアワード2014」駒井勇三氏の作品。
西欧に古くから伝わるスパイスを使ったスイーツ、ショコラトルをヒントに創作したカクテル。",シェークして、カクテルグラスに注ぐ。クッキー、チョコレート、アラザンを浮かべる。,ブラウン(琥珀色）,,
827,276,1,(Missing number),"Shake and pour into a cocktail glass. Cookies, chocolate, alasan float.",Brown (amber),,
828,276,2,（缺少号码）,摇匀，倒入鸡尾酒杯。饼干，巧克力，阿拉善花。,棕色（琥珀色）,,
829,277,0,青りんごのさわやかな香りを白ワインとともに楽しむカクテル。口いっぱいに広がるもぎたての青りんごのフレッシュな香りと白ワインのさらりとした口当たり。辛口の白ワインを使用するのがおすすめ。グラスを片手にひと時の心の休暇を楽しんでみてはいかが。,冷やした材料をワイン・グラスに注ぎ、軽くかき混ぜる。,透明,,
830,277,1,Ruge Green Apple,Pour the chilled ingredients into the wine glass and gently stir.,Transparent,,
831,277,2,Ruge Green Apple,将冷藏的食材倒入酒杯中，轻轻搅拌。,透明,,
832,278,0,「キール」のバリエーション。「キール」のベース・白ワインを赤ワインに代えたカクテル。“カーディナル”は、“枢機卿”という意味。カクテルの赤い色を、カトリックの高位聖職者が身にまとう赤いケープを見立ててつけられた。オリジナルレシピでは、ベースの赤ワインはブルゴーニュ地方・ボジョレー地区産のものを使う。ベースの赤ワインをスパークリング・ワインにかえると、「キール・ロワイヤル」になる。,冷やした材料をワイン・グラスに注ぎ、軽かき混ぜる。,赤,,
833,278,1,Red wine,Pour the chilled ingredients into the wine glass and stir lightly.,Red,,
834,278,2,红酒,将冷藏的食材倒入酒杯中，轻轻搅拌。,红,,
835,279,0,ワイン・ベース・カクテルとして世界一の人気を誇る「キール」。誕生は1945年、フランス・ブルゴーニュ地方・ディジョン市の市長、キャノン・フェリックス・キール氏が、ブルゴーニュ地方特産の“アリゴテ”という辛口の白ワインとクレームドカシスをミックスして作ったのが始まり。キール氏は公式レセプションのたびにアペリティフにはこのカクテルを勧め、農業振興の旗印としていた。パーティーやお祝いのアペリティフにぴったりの華やかなワインカクテルである。十分にワインを冷やし、クレームドカシスを多めに使うのがおいしくつくるポイント。,冷やした材料をワイン・グラスに注ぎ、軽くかき混ぜる。,赤,,
836,279,1,White wine,Pour the chilled ingredients into the wine glass and gently stir.,Red,,
837,279,2,白葡萄酒,将冷藏的食材倒入酒杯中，轻轻搅拌。,红,,
838,280,0,白ワインをソーダで割ったカクテル。スプリッツァーとは、ドイツ語の“シュプリッツェン（はじける）”からきた言葉。その名のとおり、ワインの中でソーダの泡が踊るようにはじけ、口当たりだけでなく、見た目もさわやか。生まれはモーツァルトと同じオーストリアのザルツブルグである。ハードボイルド作家、ロバート・B・パーカーの『儀式』を読むと、カッコいい黒人主人公のホークが、このスプリッツァーをバーで楽しんでいるシーンが登場してくる。その時の彼のスタイルは、ピンストライプのダークグレイ三つ揃いに白いシャツとピンカラー、ピンクのシルクネクタイ、同色のポケットチーフ。で、カウンターに腰掛けてスプリッツァーなのである。,氷を入れたグラスに注ぎ、軽くかき混ぜる。,透明,,
839,280,1,White wine,Pour into ice glass and stir lightly.,Transparent,,
840,280,2,白葡萄酒,倒入冰水杯中轻轻搅拌。,透明,,
841,281,0,"白ワインをソーダで割る「スプリッツアー」のバリエーションカクテル。軽やかな味わいの「スプリッツアー」に、ブルーベリーの豊かな香りとほどよい酸味が加わり、さわやかな果実の風味を満喫できる。グラスの中ではじける泡と、口いっぱいに広がるブルーベリーの香り。心地よい風に吹かれながら楽しみたいカクテル。
“スプリッツァー”とはドイツ語の“シュプリッツェン（はじける）”に由来する言葉。その名のとおり、ワインの中でソーダの泡がはじけるように踊る、見た目にもさわやかなカクテル。",氷を入れたフルート型シャンパン・グラスに注ぎ、軽くかき混ぜる。レモンピールを絞り、グラスの中に落とす。,紫,,
842,281,1,White wine,Pour into a flavored champagne glass with ice and gently stir. Squeeze the lemon peel and drop it into the glass.,purple,,
843,281,2,白葡萄酒,倒入装有冰块的香槟酒杯中，轻轻搅拌。挤压柠檬皮，然后将其放入玻璃杯中。,紫色,,
844,282,0,ワインとオレンジジュースにクラッシュドアイスを使った、フルーティな夏向きの飲みもの。アルコール度はそれ程強くなく、清涼飲料水的なカクテルである。ベースとなるワインはロゼの他に、赤でも白でも、好みに応じてかえることができる。都会の夏の夜に似合うカクテル。,クラッシュドアイスを詰めたグラスに注ぎ、軽くかき混ぜる。オレンジを飾り、ストローを添える。,赤,,
845,282,1,rosé wine,Pour into a glass filled with crushed ice and mix gently. Decorate orange and add straw.,Red,,
846,282,2,玫瑰酒,倒入填充有碎冰玻璃，轻轻搅拌。装饰橙色，加一根稻草。,红,,
847,283,0,少し飲み過ぎた翌朝の赤い目を、表現したネーミング。さっぱりとした飲み口で、トマトジュースの分量を調節して、好みの味わいに仕上げるとよい。「ブラッディ・メアリー」にビールを加えると、「レッド・バード」。また「レッド・バード」からウォッカを省くと「レッド・アイ」になる。,よく冷やしたトマトジュースをグラスに注ぎ、さらにビールを注いで軽くステアする。,赤,,
848,283,1,beer,"Pour well chilled tomato juice into the glass, pour a beer and lightly steer.",Red,,
849,283,2,啤酒,将冷藏的番茄汁倒入玻璃杯中，倒入啤酒并轻轻转向。,红,,
850,284,0,イギリスのパブに集う男たちの間で、かなり古くから飲まれてきたビールベースのカクテル。「シャンデー・ガフ」の語源は不明。 ジンジャエールの持つ独特のほのかな甘さと、ビールのほろ苦さがよく合い、さわやかなドリンクである。酒の味というより、のどごしを楽しむ、といったほうが正しい。,材料はよく冷やしておく。グラスにビールを注ぎ、ジンジャーエールで満たす。,ブラウン(琥珀色）,,
851,284,1,beer,Keep the material cool. Pour the beer into the glass and fill it with ginger ale.,Brown (amber),,
852,284,2,啤酒,保持材料凉爽。将啤酒倒入玻璃杯中，加入姜汁汽水。,棕色（琥珀色）,,
853,285,0,“パナシェ”とはフランス語で｢混ぜ合わせた｣の意味。ビールとレモネードのようなソーダを、同量で割ったごく軽い味のカクテルである。ビールの持つほろ苦さと炭酸飲料の甘さが、はじける泡に混じって飲み口は爽快。「パナシェ」に使うレモネードをジンジャーエールにすると、「シャンデー・ガフ」になる。ちなみに、日本でいうレモネードを、フランスでは、シトロン・プレッセという。,材料はよく冷やしておく。グラスにビールを注ぎ、レモネードで満たす。,ブラウン(琥珀色）,,
854,285,1,beer,Keep the material cool. Pour the beer into the glass and fill it with lemonade.,Brown (amber),,
855,285,2,啤酒,保持材料凉爽。将啤酒倒入玻璃杯中，加入柠檬水。,棕色（琥珀色）,,
856,286,0,黒ビールとスパークリングワインを同量で割ったカクテル。ビールのコクとスパークリングワインのさわやかさがこれほどマッチするものなのかと、飲んで驚く。グラスの中にできる泡は、まるで絹のベルベットのようにキメ細かく、舌ざわりがなめらか。いつまでも眺めていたいほどの、美しいカクテルである。,冷やした材料を上の順で静かに注ぎ、ごく軽くかき混ぜる。,ブラウン(琥珀色）,,
857,286,1,Black Beer,"Pour the chilled ingredients gently in the order listed, and stir very lightly.",Brown (amber),,
858,286,2,黑啤酒,按照列出的顺序轻轻倒入冷藏的成分，并轻轻搅拌。,棕色（琥珀色）,,
859,287,0,1940年代後半、アイルランド西海岸にあるシャノン空港のレストラン・バーのチーフバーテンダー、ジョー・シェリダンが考案した。航空機の航続距離が短く、パリやロンドンからでさえ大西洋をダイレクトに横断できなかった時代、シャノン空港に立ち寄り給油してからカナダ東端のガンダー空港を目指し旅立って行った。冬、給油のために機外に降ろされ、厳寒の中を空港待合室にやってくる乗客のために、ジョーは冷えきった身体を温めるカクテルとしてコーヒーに特産のアイリッシュウイスキーを入れる。また酪農の盛んな国柄を印象づけるために生クリームを浮かべ、滑らかな口当りにする。これが乗客たちに評判となり、口コミで世界中にレシピが広まっていった。,温めたワイングラスに砂糖を入れる。熱いコーヒーを注ぎ、ウイスキーを入れ、生クリームをフロートする。,ブラウン(琥珀色）,,
860,287,1,Tullamore Dew (Irish whiskey),"Put sugar in a warm glass. Pour hot coffee, put whiskey and float cream.",Brown (amber),,
861,287,2,Tullamore Dew（爱尔兰威士忌）,将糖放入温暖的玻璃杯中。倒入热咖啡，放入威士忌和漂浮奶油。,棕色（琥珀色）,,
862,288,0,"2001 Suntory Cocktail Competiton 2001カクテル・オブ・ザ・イヤー
佐藤章喜氏の作品",シェークしてカクテルグラスに注ぐ。野菜・ライムピール・ブラックオリーブでボルサリーノ（帽子）をイメージしたデコレーションを飾る。,ブラウン(琥珀色）,,
863,288,1,Tennessee Whiskey,Shake and pour into a cocktail glass. Decorate a vegetable · lime peel · black olive with a picture of Borsalino (hat).,Brown (amber),,
864,288,2,田纳西威士忌,摇匀，倒入鸡尾酒杯。装饰蔬菜·酸橙皮·黑橄榄与Borsalino（帽子）的图片。,棕色（琥珀色）,,
865,289,0,クラッシュドアイスを詰めたグラスにウイスキーを注いでレモンを絞ると、男性的なウイスキーが、ちょっとおしゃれなカクテルに変身。いつものウイスキーが爽快に楽しめる。,クラッシュドアイスを詰めた小ぶりのジョッキに注ぎ、軽くかき混ぜる。レモンを絞り、ストローを添える。,ブラウン(琥珀色）,,
866,289,1,Ballantyne finest (Scotch whiskey),Pour into a small jug filled with crushed ice and gently stir. Squeeze lemon and add straw.,Brown (amber),,
867,289,2,Ballantyne最好的（苏格兰威士忌）,倒入装满碎冰的小壶中轻轻搅拌。挤柠檬，加入稻草。,棕色（琥珀色）,,
868,290,0,"ウイスキーのソーダ割のことで、別名「ハイボール」ともよばれている。ウイスキーを手軽に爽快に楽しむことが出来るカクテルで、ウイスキーの香りがより華やかに立ち昇る。
ソーダの分量は、使うウイスキーのタイプにより加減。家庭でも簡単に出来るので、自分に一番あったレシピを見つけて、自分流のウイスキーソーダを楽しみたい。",氷を入れたタンブラーにウイスキーを注ぎ、十分にかき混ぜる。溶けた分の氷をたっぷり足す。冷えたソーダを注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
869,290,1,Ballantyne finest (Scotch whiskey),Pour whiskey into a tumbler with ice and stir thoroughly. Add plenty of melted ice. Pour cold soda and stir gently.,Brown (amber),,
870,290,2,Ballantyne最好的（苏格兰威士忌）,将威士忌倒入装有冰的滚筒中，搅拌均匀。加入大量融化的冰块。倒入冷苏打水，轻轻搅拌。,棕色（琥珀色）,,
871,291,0,ウイスキー好きにおすすめの飲み方。はじめはストレート、次にロック、最後に水割りでさっぱりと。時間をかけて違った飲み方が楽しめる。,氷を入れたタンブラーにミネラルウォーターを注ぐ。上から静かにウイスキーを浮かべる。,ブラウン(琥珀色）,,
872,291,1,Ballantyne finest (Scotch whiskey),Pour mineral water into the tumbler with ice. Quietly float the whiskey from above.,Brown (amber),,
873,291,2,Ballantyne最好的（苏格兰威士忌）,用冰将矿泉水倒入滚筒中。从上面静静地漂浮威士忌。,棕色（琥珀色）,,
874,292,0,ウイスキーベースの古典的なカクテルのひとつ。ベースに使うウイスキーはバーボン、ライなどのアメリカンウイスキーが多い。誕生したのは19世紀半ば。アメリカ・ケンタッキーのルイビルのバー、ペンデニス・クラブに集う競馬ファンのためにバーテンダーが考案し、古風なドリンク「トディ」に似ていたことから、「オールド・ファッションド」と名づけた。 このオールドファッションドはバリエーションが多い分、自分の飲むレシピはこうでなければいけないというコダワリ派が多い。ウイスキーと甘味とビターズの苦みの基本を崩さなければ、各自お好みで愉しむカクテルなのだ。,ロック・グラスに角砂糖を入れ、ビターズを振りかける。氷を加え、ウイスキーを注ぐ。オレンジ、レモン・ピール、レッド・チェリーを飾り、マドラーを添える。,ブラウン(琥珀色）,,
875,292,1,Maker's Mark (Premium Bourbon),"Put cubic sugar in rock and glass and sprinkle with Bitters. Add ice and pour whiskey. Orange, lemon · peel, red cherry and decorate, add a muddler.",Brown (amber),,
876,292,2,Maker's Mark（高级波本威士忌）,将立方糖放入岩石和玻璃杯中，撒上苦味酒。加冰，倒入威士忌。橙子，柠檬·果皮，红樱桃和装饰，添加一个混乱。,棕色（琥珀色）,,
877,293,0,"1995 Suntory Cocktail Competiton 1995カクテル・オブ・ザ・イヤー
小森谷弘氏の作品",シェークして、カクテルグラスに注ぐミント・リーフをつけたレッド・チェリーをグラスの縁に飾る,オレンジ,,
878,293,1,Tennessee Whiskey,Shake and decorate a red cherry with a mint leaf on the edge of the glass that pours into a cocktail glass,Orange,,
879,293,2,田纳西威士忌,在玻璃杯边缘用薄荷叶摇匀并装饰红樱桃，倒入鸡尾酒杯,橙,,
880,294,0,"1972年に『ゴッドファーザー』が公開されてまもなく生まれたのがこのカクテル。シンプルなレシピだが、アーモンド風味の芳しさと甘さが濃厚なウイスキーの味わいを包む味わい深いカクテル。映画は、アメリカのイタリア人社会を描いているが、そのイタリアを代表するリキュールのひとつがアマレット。イタリアの家族愛につながる温かみをカクテルの中に表している。
ベースのウイスキーをウォッカに変えると「ゴッド・マザー」、ブランデーに変えると「フレンチ・コネクション」になる。",氷を入れたグラスに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
881,294,1,Ballantyne finest (Scotch whiskey),Pour into ice glass and stir lightly.,Brown (amber),,
882,294,2,Ballantyne最好的（苏格兰威士忌）,倒入冰水杯中轻轻搅拌。,棕色（琥珀色）,,
883,295,0,ゴルフ発祥の地、スコットランド・セントアンドリュースが名前の由来。ドランブイのコクのある甘さとスパイシーなハーブの風味が、オレンジジュースによって、飲みやすく仕上げられている。名前も味わいもスコットランドにこだわったカクテルである。,シェ－クして、カクテル・グラスに注ぐ。,オレンジ,,
884,295,1,Ballantyne finest (Scotch whiskey),Shake and pour into a cocktail glass.,Orange,,
885,295,2,Ballantyne最好的（苏格兰威士忌）,摇匀，倒入鸡尾酒杯。,橙,,
886,296,0,,氷を入れたグラスに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
887,296,1,Mozart Black,Pour into ice glass and stir lightly.,Brown (amber),,
888,296,2,莫扎特布莱克,倒入冰水杯中轻轻搅拌。,棕色（琥珀色）,,
889,297,0,,グラスに角砂糖を入れ、ビターズを振りかけ、ソーダ又は水少々を加えマドラーで砂糖が溶けるまでつぶす。その他の材料全てと氷を加え混ぜる。オレンジ、レモンスライス、レッドチェリーを飾る。,ブラウン(琥珀色）,,
890,297,1,Bourbon Whiskey Gym Beam,"Put cubic sugar in a glass, sprinkle with Bitaz, add a little soda or a little water and mash with muddler until sugar dissolves. Add all other ingredients and ice and mix. Decorate oranges, lemon slices, red cherries.",Brown (amber),,
891,297,2,波旁威士忌健身房梁,将立方糖放入玻璃杯中，撒上Bitaz，加入少许苏打水或少许水，然后与泥浆混合，直至糖溶解。加入所有其他成分和冰块混合。装饰橙子，柠檬片，红樱桃。,棕色（琥珀色）,,
892,298,0,,ステアしてグラスに注ぐ。レッドチェリー2個をスティックにさして飾る。,ブラウン(琥珀色）,,
893,298,1,Canadian Club (Canadian Whiskey),Steer and pour into the glass. Decorate 2 red cherries as sticks.,Brown (amber),,
894,298,2,加拿大俱乐部（加拿大威士忌）,转向并倒入玻璃杯中。装饰2个红樱桃作为棍棒。,棕色（琥珀色）,,
895,299,0,世界で最も有名なカクテルのひとつ「マンハッタン」の誕生には諸説あるが、第19代アメリカ大統領選のときに、かのチャーチル首相の母親がニューヨークのマンハッタン・クラブでパーティーを催したときに、ウイスキーとスイートベルモットの組み合わせを提案したという話。この新しいカクテルは参会者から好評を博し、クラブの名前にちなんで「マンハッタン」と名づけられたという。以来、“カクテルの女王”として「マティーニ」と並び称されている。ベースのウイスキーには、ライウイスキーを使うことが多い。,ステアして、カクテル・グラスに注ぐ。,ブラウン(琥珀色）,,
896,299,1,Canadian Club (Canadian Whiskey),Steer and pour into a cocktail glass.,Brown (amber),,
897,299,2,加拿大俱乐部（加拿大威士忌）,转向并倒入鸡尾酒杯。,棕色（琥珀色）,,
898,300,0,オレンジ色の色鮮やかなカクテル。ニューヨークという名前から、使用するウイスキーは、ライかバーボンといったアメリカンウイスキーを使いたい。味わいは、すっきりとした切れ味のある都会的な印象。シェーカーの中にオレンジ・スライスを１枚いれてシェークすると、より一層香り高いカクテルになる。一度お試しあれ。オレンジピールの絞り方は、親指大の大きさに削ぎ落としたオレンジの皮を、グラスのふちで絞りかけて、皮の香りと苦味を移すと出来上がり。,シェークして、カクテル・グラスに注ぐ。オレンジピールを絞りかける。,オレンジ,,
899,300,1,Bourbon Whiskey Gym Beam,Shake and pour into a cocktail glass. I narrow the orange peel.,Orange,,
900,300,2,波旁威士忌健身房梁,摇匀，倒入鸡尾酒杯。我缩小了橘皮。,橙,,
901,301,0,ウイスキーとチェリーリキュールだけでつくるシンプルなカクテル。レシピは簡単だが、ウイスキーの濃厚なコクの中に、チェリーリキュールの甘味が見事に調和して、どこか妖しい味わい。ハンターとは、野や山をかけるハンターではなく、都会の夜のハンターのことである。,ステアして、カクテル・グラスに注ぐ。,ブラウン(琥珀色）,,
902,301,1,Ballantyne finest (Scotch whiskey),Steer and pour into a cocktail glass.,Brown (amber),,
903,301,2,Ballantyne最好的（苏格兰威士忌）,转向并倒入鸡尾酒杯。,棕色（琥珀色）,,
904,302,0,バーボンが持つ華やかで野性的な風味を生かしたカクテル。ドライベルモットと甘くほろ苦いオレンジキュラソーを加えることで、バーボンの味わいがさらに深まっている。1930年代にイギリスで誕生したと言われるカクテル。,ステアして、カクテル・グラスに注ぐ。,ブラウン(琥珀色）,,
905,302,1,Bourbon Whiskey Gym Beam,Steer and pour into a cocktail glass.,Brown (amber),,
906,302,2,波旁威士忌健身房梁,转向并倒入鸡尾酒杯。,棕色（琥珀色）,,
907,303,0,"別名「スコッチ・バック」。レモンのほどよい酸味がスコッチウイスキーの風味を引き立て、ジンジャーエールの清涼感のある甘みも加わり、口当りよく飲み飽きない味わい。
ベースのスコッチをジンに変えると「ジン・バック」または「マミーズ・シスター」となる。この関連で、「ラム・バック」を「スージー・テイラー」と呼び、「バーボーン・バック」を「マミーズ・サザン・シスター」と呼ぶこともある。
バックとは各種スピリッツにレモンジュース、ジンジャーエールを加えたレシピのこと。",ジンジャーエール以外の材料を、氷を入れたタンブラーに注ぐ。冷えたジンジャーエールで満たす。,ブラウン(琥珀色）,,
908,303,1,Ballantyne finest (Scotch whiskey),Pour materials other than ginger ale into a tumbler with ice. Filled with cold ginger ale.,Brown (amber),,
909,303,2,Ballantyne最好的（苏格兰威士忌）,将生姜汁以外的原料倒入加冰的滚筒中。充满冷姜汁啤酒。,棕色（琥珀色）,,
910,304,0,世界で最も有名なカクテルのひとつ「マンハッタン」の誕生には諸説あるが、第19代アメリカ大統領選のときに、かのチャーチル首相の母親がニューヨークのマンハッタン・クラブでパーティーを催し、ウイスキーとスイートベルモットの組み合わせを提案したという話。この新しいカクテルは参会者から好評を博し、クラブの名前にちなんで「マンハッタン」と名づけられたという。以来、“カクテルの女王”として「マティーニ」と並び称されている。ベースのウイスキーには、ライウイスキーを使うことが多い。,ステアして、カクテル・グラスに注ぐ。レッドチェリーを飾る,ブラウン(琥珀色）,,
911,304,1,Maker's Mark (Premium Bourbon),Steer and pour into a cocktail glass. Decorate red cherries,Brown (amber),,
912,304,2,Maker's Mark（高级波本威士忌）,转向并倒入鸡尾酒杯。装饰红樱桃,棕色（琥珀色）,,
